Id,Label,timeset,nodecolor-multimode,modularity_class,Degree,Year
Sanderson,Sanderson,"<[1830.0, 1895.0]>",blue,11,3,
Marr,Marr,"<[1830.0, 1895.0]>",blue,11,1,
Woods,Woods,"<[1830.0, 1895.0]>",blue,11,1,
Remington,Remington,"<[1830.0, 1895.0]>",blue,11,1,
P. F. Adams,P. F. Adams,"<[1830.0, 1895.0]>",blue,11,1,
Fredrick Douglass,Fredrick Douglass,"<[1830.0, 1895.0]>",blue,11,2,
Jonas W. Clark,Jonas W. Clark,"<[1830.0, 1895.0]>",blue,11,1,
Lewis Hyden,Lewis Hyden,"<[1830.0, 1895.0]>",blue,11,1,
H. O. Remington,H. O. Remington,"<[1830.0, 1895.0]>",blue,11,1,
John M. Lenox,John M. Lenox,"<[1830.0, 1895.0]>",blue,11,1,
C. Lenox Remond,C. Lenox Remond,"<[1830.0, 1895.0]>",blue,11,1,
Leonard Grimes,Leonard Grimes,"<[1830.0, 1895.0]>",blue,21,2,
Adam,Adam,"<[1830.0, 1895.0]>",blue,11,2,
Hatton,Hatton,"<[1830.0, 1895.0]>",blue,11,2,
H. Hatton,H. Hatton,"<[1830.0, 1895.0]>",blue,11,1,
John T. Hilton,John T. Hilton,"<[1830.0, 1895.0]>",blue,11,1,
Francis Clough,Francis Clough,"<[1830.0, 1895.0]>",blue,11,1,
William H. Brown,William H. Brown,"<[1830.0, 1895.0]>",blue,11,1,
Wm. H. Woods,Wm. H. Woods,"<[1830.0, 1895.0]>",blue,11,1,
George Gilmore,George Gilmore,"<[1830.0, 1895.0]>",blue,11,1,
Wesley Berry,Wesley Berry,"<[1830.0, 1895.0]>",blue,11,1,
J. W. Fountain,J. W. Fountain,"<[1830.0, 1895.0]>",blue,11,1,
Prest,Prest,"<[1830.0, 1895.0]>",blue,11,1,
Jeremiah Sanderson,Jeremiah Sanderson,"<[1830.0, 1895.0]>",blue,11,1,
1854.NY-01.02.ALBA.txt,1854.NY-01.02.ALBA.txt,"<[1854.0, 1854.0]>",red,12,71,1854
Messrs. Topp,Messrs. Topp,"<[1830.0, 1895.0]>",blue,12,1,
Duffins,Duffins,"<[1830.0, 1895.0]>",blue,12,1,
Syracuse,Syracuse,"<[1830.0, 1895.0]>",blue,12,1,
J. C. Morrel,J. C. Morrel,"<[1830.0, 1895.0]>",blue,12,1,
Wm. Rice,Wm. Rice,"<[1830.0, 1895.0]>",blue,12,1,
D. K. Mcdonough,D. K. Mcdonough,"<[1830.0, 1895.0]>",blue,12,1,
J. W. B. Smith,J. W. B. Smith,"<[1830.0, 1895.0]>",blue,12,1,
Messr,Messr,"<[1830.0, 1895.0]>",blue,12,1,
Rick,Rick,"<[1830.0, 1895.0]>",blue,12,1,
J. W. Duffins '' Cor,J. W. Duffins '' Cor,"<[1830.0, 1895.0]>",blue,12,1,
Mcdonough,Mcdonough,"<[1830.0, 1895.0]>",blue,12,1,
Morrel,Morrel,"<[1830.0, 1895.0]>",blue,12,1,
J. W. Duffins,J. W. Duffins,"<[1830.0, 1895.0]>",blue,12,1,
J. B. Smith,J. B. Smith,"<[1830.0, 1895.0]>",blue,12,1,
Duffin,Duffin,"<[1830.0, 1895.0]>",blue,15,2,
J. W Loguen,J. W Loguen,"<[1830.0, 1895.0]>",blue,12,1,
Lougen,Lougen,"<[1830.0, 1895.0]>",blue,12,1,
H. M. Wilson,H. M. Wilson,"<[1830.0, 1895.0]>",blue,12,1,
Messrs. J. C. Morrel,Messrs. J. C. Morrel,"<[1830.0, 1895.0]>",blue,12,1,
Lewis H. Nelson,Lewis H. Nelson,"<[1830.0, 1895.0]>",blue,12,2,
J. E. Brown,J. E. Brown,"<[1830.0, 1895.0]>",blue,12,2,
A. B. Platt,A. B. Platt,"<[1830.0, 1895.0]>",blue,12,1,
W. H. Storum,W. H. Storum,"<[1830.0, 1895.0]>",blue,12,1,
Stephen Meyers,Stephen Meyers,"<[1830.0, 1895.0]>",blue,12,1,
W. J. Wilson,W. J. Wilson,"<[1830.0, 1895.0]>",blue,12,2,
Wm. Tyson,Wm. Tyson,"<[1830.0, 1895.0]>",blue,12,1,
Amos A. Freeman,Amos A. Freeman,"<[1830.0, 1895.0]>",blue,12,1,
A. B. Slater,A. B. Slater,"<[1830.0, 1895.0]>",blue,12,1,
W. W. Mathews,W. W. Mathews,"<[1830.0, 1895.0]>",blue,12,1,
J. H. Storum,J. H. Storum,"<[1830.0, 1895.0]>",blue,12,1,
Charles Pain,Charles Pain,"<[1830.0, 1895.0]>",blue,12,1,
George Morse,George Morse,"<[1830.0, 1895.0]>",blue,12,1,
Meyers,Meyers,"<[1830.0, 1895.0]>",blue,12,1,
Morse,Morse,"<[1830.0, 1895.0]>",blue,18,2,
Wm. W. Mathews,Wm. W. Mathews,"<[1830.0, 1895.0]>",blue,12,1,
Charles Paine Lansinburgh,Charles Paine Lansinburgh,"<[1830.0, 1895.0]>",blue,12,1,
James Hall Chemung,James Hall Chemung,"<[1830.0, 1895.0]>",blue,12,1,
William H. Storum Canandaigua,William H. Storum Canandaigua,"<[1830.0, 1895.0]>",blue,12,1,
Nelson,Nelson,"<[1830.0, 1895.0]>",blue,12,3,
J. C. Holly,J. C. Holly,"<[1830.0, 1895.0]>",blue,12,1,
James C. Morrel,James C. Morrel,"<[1830.0, 1895.0]>",blue,12,1,
James William Charles Pennington,James William Charles Pennington,"<[1830.0, 1895.0]>",blue,12,1,
1855.CA-11.20.SACR.txt,1855.CA-11.20.SACR.txt,"<[1855.0, 1855.0]>",red,13,127,1855
Jacob Francis,Jacob Francis,"<[1830.0, 1895.0]>",blue,13,2,
Albert Vaniel,Albert Vaniel,"<[1830.0, 1895.0]>",blue,13,1,
E. P. Duplex,E. P. Duplex,"<[1830.0, 1895.0]>",blue,13,3,
Alfred White,Alfred White,"<[1830.0, 1895.0]>",blue,13,1,
Edward R. Phelps,Edward R. Phelps,"<[1830.0, 1895.0]>",blue,13,1,
William H. Thomas,William H. Thomas,"<[1830.0, 1895.0]>",blue,13,2,
Joseph Smallwood,Joseph Smallwood,"<[1830.0, 1895.0]>",blue,13,1,
John Butler,John Butler,"<[1830.0, 1895.0]>",blue,17,2,
William Quinn,William Quinn,"<[1830.0, 1895.0]>",blue,13,2,
Peter Blackstone,Peter Blackstone,"<[1830.0, 1895.0]>",blue,13,2,
Charles H. Mcdougal,Charles H. Mcdougal,"<[1830.0, 1895.0]>",blue,13,1,
John Galley,John Galley,"<[1830.0, 1895.0]>",blue,13,1,
William J. Harin,William J. Harin,"<[1830.0, 1895.0]>",blue,13,1,
Isaac Morton,Isaac Morton,"<[1830.0, 1895.0]>",blue,13,1,
George W. Booth,George W. Booth,"<[1830.0, 1895.0]>",blue,13,2,
John G. Wilson,John G. Wilson,"<[1830.0, 1895.0]>",blue,13,2,
Thomas Detter,Thomas Detter,"<[1830.0, 1895.0]>",blue,13,2,
David Brown,David Brown,"<[1830.0, 1895.0]>",blue,22,3,
James Nicholas,James Nicholas,"<[1830.0, 1895.0]>",blue,13,1,
Clayton Miller,Clayton Miller,"<[1830.0, 1895.0]>",blue,13,1,
James R. Starkey,James R. Starkey,"<[1830.0, 1895.0]>",blue,13,1,
Edward P. Duplex,Edward P. Duplex,"<[1830.0, 1895.0]>",blue,13,1,
Isaac Triplet,Isaac Triplet,"<[1830.0, 1895.0]>",blue,13,1,
Daniel Mahoney,Daniel Mahoney,"<[1830.0, 1895.0]>",blue,13,1,
Dennis Carter,Dennis Carter,"<[1830.0, 1895.0]>",blue,13,1,
George Duvall,George Duvall,"<[1830.0, 1895.0]>",blue,13,1,
Jeremiah King,Jeremiah King,"<[1830.0, 1895.0]>",blue,13,1,
H. M. Collins,H. M. Collins,"<[1830.0, 1895.0]>",blue,13,3,
W. H. Newby,W. H. Newby,"<[1830.0, 1895.0]>",blue,13,4,
J. P. Dyer,J. P. Dyer,"<[1830.0, 1895.0]>",blue,13,2,
D. W. Ruggles,D. W. Ruggles,"<[1830.0, 1895.0]>",blue,13,2,
F. G. Barbadoes,F. G. Barbadoes,"<[1830.0, 1895.0]>",blue,13,3,
Henry F. Thompson,Henry F. Thompson,"<[1830.0, 1895.0]>",blue,13,1,
J. D. Gilliard,J. D. Gilliard,"<[1830.0, 1895.0]>",blue,13,1,
T. M. D. Ward,T. M. D. Ward,"<[1830.0, 1895.0]>",blue,13,2,
D. P. Stokes,D. P. Stokes,"<[1830.0, 1895.0]>",blue,13,2,
Edward J. Johnson,Edward J. Johnson,"<[1830.0, 1895.0]>",blue,13,1,
J. J. Moore,J. J. Moore,"<[1830.0, 1895.0]>",blue,13,3,
William H. Yates,William H. Yates,"<[1830.0, 1895.0]>",blue,13,1,
Peter Anderson,Peter Anderson,"<[1830.0, 1895.0]>",blue,13,3,
William H. Harper,William H. Harper,"<[1830.0, 1895.0]>",blue,13,1,
Fielding Smithea,Fielding Smithea,"<[1830.0, 1895.0]>",blue,13,1,
W. D. Moses,W. D. Moses,"<[1830.0, 1895.0]>",blue,13,2,
Alfred J. White,Alfred J. White,"<[1830.0, 1895.0]>",blue,13,2,
John H. Morris,John H. Morris,"<[1830.0, 1895.0]>",blue,17,2,
J. G. Wilson,J. G. Wilson,"<[1830.0, 1895.0]>",blue,13,1,
D. Mahoney,D. Mahoney,"<[1830.0, 1895.0]>",blue,13,1,
Newby,Newby,"<[1830.0, 1895.0]>",blue,13,2,
Ward,Ward,"<[1830.0, 1895.0]>",blue,13,2,
Alexander,Alexander,"<[1830.0, 1895.0]>",blue,22,2,
Sutter,Sutter,"<[1830.0, 1895.0]>",blue,13,2,
Frederic G. Barbadoes,Frederic G. Barbadoes,"<[1830.0, 1895.0]>",blue,13,1,
John J. Moore,John J. Moore,"<[1830.0, 1895.0]>",blue,13,2,
William H. Newby,William H. Newby,"<[1830.0, 1895.0]>",blue,13,1,
Edward Phelps,Edward Phelps,"<[1830.0, 1895.0]>",blue,13,1,
Isaac Triplett,Isaac Triplett,"<[1830.0, 1895.0]>",blue,13,1,
B. P. Stokes,B. P. Stokes,"<[1830.0, 1895.0]>",blue,13,1,
Gilliard,Gilliard,"<[1830.0, 1895.0]>",blue,13,1,
E. A. Phelps,E. A. Phelps,"<[1830.0, 1895.0]>",blue,13,1,
Smithea,Smithea,"<[1830.0, 1895.0]>",blue,13,1,
Darius P. Stokes,Darius P. Stokes,"<[1830.0, 1895.0]>",blue,13,1,
Ruggles,Ruggles,"<[1830.0, 1895.0]>",blue,13,2,
H. Mcdougall,H. Mcdougall,"<[1830.0, 1895.0]>",blue,13,1,
J. H. Morris,J. H. Morris,"<[1830.0, 1895.0]>",blue,17,2,
J. Q. Starkey,J. Q. Starkey,"<[1830.0, 1895.0]>",blue,13,1,
A. W. Gibbs,A. W. Gibbs,"<[1830.0, 1895.0]>",blue,13,1,
W. Booth,W. Booth,"<[1830.0, 1895.0]>",blue,13,2,
A. J. White,A. J. White,"<[1830.0, 1895.0]>",blue,13,1,
A. Duvall,A. Duvall,"<[1830.0, 1895.0]>",blue,13,1,
A. Vaniel,A. Vaniel,"<[1830.0, 1895.0]>",blue,13,1,
D. Carter,D. Carter,"<[1830.0, 1895.0]>",blue,13,2,
Shadrack Howard,Shadrack Howard,"<[1830.0, 1895.0]>",blue,13,1,
Amador,Amador,"<[1830.0, 1895.0]>",blue,13,2,
Ben Min Young,Ben Min Young,"<[1830.0, 1895.0]>",blue,13,1,
Edward Hatton,Edward Hatton,"<[1830.0, 1895.0]>",blue,13,1,
J. J. Underwood,J. J. Underwood,"<[1830.0, 1895.0]>",blue,13,1,
George W. Miller,George W. Miller,"<[1830.0, 1895.0]>",blue,13,1,
Thomas Rix,Thomas Rix,"<[1830.0, 1895.0]>",blue,13,1,
Joseph Pindall,Joseph Pindall,"<[1830.0, 1895.0]>",blue,13,1,
Newport F. Henry,Newport F. Henry,"<[1830.0, 1895.0]>",blue,13,2,
A. W. Hernandez,A. W. Hernandez,"<[1830.0, 1895.0]>",blue,13,1,
Samuel Kunee,Samuel Kunee,"<[1830.0, 1895.0]>",blue,13,2,
Isaac Johnson,Isaac Johnson,"<[1830.0, 1895.0]>",blue,13,1,
Solano,Solano,"<[1830.0, 1895.0]>",blue,13,2,
Simms,Simms,"<[1830.0, 1895.0]>",blue,11,3,
E. K. Knight,E. K. Knight,"<[1830.0, 1895.0]>",blue,13,1,
Knight,Knight,"<[1830.0, 1895.0]>",blue,13,1,
William J. Hardin,William J. Hardin,"<[1830.0, 1895.0]>",blue,13,1,
J. Moore,J. Moore,"<[1830.0, 1895.0]>",blue,13,2,
Carter,Carter,"<[1830.0, 1895.0]>",blue,17,3,
Mcdougall,Mcdougall,"<[1830.0, 1895.0]>",blue,13,1,
El Dorado,El Dorado,"<[1830.0, 1895.0]>",blue,13,3,
E. R. Phelps,E. R. Phelps,"<[1830.0, 1895.0]>",blue,13,2,
C. H. Mcdougall,C. H. Mcdougall,"<[1830.0, 1895.0]>",blue,13,2,
Frederick -Rsb- Douglass,Frederick -Rsb- Douglass,"<[1830.0, 1895.0]>",blue,13,1,
W. Newby,W. Newby,"<[1830.0, 1895.0]>",blue,13,1,
Vaniel,Vaniel,"<[1830.0, 1895.0]>",blue,13,1,
Smallwood,Smallwood,"<[1830.0, 1895.0]>",blue,13,1,
D. Stokes,D. Stokes,"<[1830.0, 1895.0]>",blue,13,1,
J. Francis,J. Francis,"<[1830.0, 1895.0]>",blue,13,2,
White,White,"<[1830.0, 1895.0]>",blue,13,1,
George A. Duvall,George A. Duvall,"<[1830.0, 1895.0]>",blue,13,1,
1855.CT-04-18.HART.txt,1855.CT-04-18.HART.txt,"<[1855.0, 1855.0]>",red,14,5,1855
J.P. Anthony,J.P. Anthony,"<[1830.0, 1895.0]>",blue,14,1,
Ebenezer D. Bassett,Ebenezer D. Bassett,"<[1830.0, 1895.0]>",blue,14,3,
C. Beman,C. Beman,"<[1830.0, 1895.0]>",blue,14,1,
1855.NY-01.20.ALBA.txt,1855.NY-01.20.ALBA.txt,"<[1855.0, 1855.0]>",red,15,15,1855
Hunt,Hunt,"<[1830.0, 1895.0]>",blue,15,1,
William Mathews,William Mathews,"<[1830.0, 1895.0]>",blue,15,1,
Horatio Seymour,Horatio Seymour,"<[1830.0, 1895.0]>",blue,15,1,
Lewis H. Putnam,Lewis H. Putnam,"<[1830.0, 1895.0]>",blue,15,2,
Putnam,Putnam,"<[1830.0, 1895.0]>",blue,15,3,
1855.NY-09.04.TROY.txt,1855.NY-09.04.TROY.txt,"<[1855.0, 1855.0]>",red,16,113,1855
Jas,Jas,"<[1830.0, 1895.0]>",blue,25,5,
Mccune Smith,Mccune Smith,"<[1830.0, 1895.0]>",blue,16,2,
J. J. Simons,J. J. Simons,"<[1830.0, 1895.0]>",blue,16,2,
Jacob Gibbs,Jacob Gibbs,"<[1830.0, 1895.0]>",blue,16,1,
Joseph Smith,Joseph Smith,"<[1830.0, 1895.0]>",blue,16,1,
Mcdonald,Mcdonald,"<[1830.0, 1895.0]>",blue,16,1,
J. W. Pennington,J. W. Pennington,"<[1830.0, 1895.0]>",blue,16,1,
Peter Ray,Peter Ray,"<[1830.0, 1895.0]>",blue,16,1,
Lewis Nelson,Lewis Nelson,"<[1830.0, 1895.0]>",blue,16,1,
Catskill,Catskill,"<[1830.0, 1895.0]>",blue,16,1,
Jacob Schemerhorn,Jacob Schemerhorn,"<[1830.0, 1895.0]>",blue,16,1,
Joseph Dell,Joseph Dell,"<[1830.0, 1895.0]>",blue,16,1,
Hudson,Hudson,"<[1830.0, 1895.0]>",blue,23,2,
Chauncy Van Hussen,Chauncy Van Hussen,"<[1830.0, 1895.0]>",blue,16,1,
Peter Van De Zee New Baltimore,Peter Van De Zee New Baltimore,"<[1830.0, 1895.0]>",blue,16,1,
Sandy Lake,Sandy Lake,"<[1830.0, 1895.0]>",blue,16,1,
George Brown,George Brown,"<[1830.0, 1895.0]>",blue,16,1,
James Collins,James Collins,"<[1830.0, 1895.0]>",blue,16,1,
James Lewis,James Lewis,"<[1830.0, 1895.0]>",blue,16,3,
James W. Randolph,James W. Randolph,"<[1830.0, 1895.0]>",blue,16,1,
Wm. Gardiner,Wm. Gardiner,"<[1830.0, 1895.0]>",blue,16,1,
Joseph Newit,Joseph Newit,"<[1830.0, 1895.0]>",blue,16,1,
Bourman,Bourman,"<[1830.0, 1895.0]>",blue,16,1,
Jonathan C. Gibbs,Jonathan C. Gibbs,"<[1830.0, 1895.0]>",blue,16,2,
Wm. J. Watkins,Wm. J. Watkins,"<[1830.0, 1895.0]>",blue,16,2,
J. J. Simonds,J. J. Simonds,"<[1830.0, 1895.0]>",blue,16,1,
Mathews,Mathews,"<[1830.0, 1895.0]>",blue,16,1,
J.J. Simonds,J.J. Simonds,"<[1830.0, 1895.0]>",blue,16,1,
Kelly,Kelly,"<[1830.0, 1895.0]>",blue,10,3,
Barbary Anna Stewart,Barbary Anna Stewart,"<[1830.0, 1895.0]>",blue,16,1,
J. C. Gibbs,J. C. Gibbs,"<[1830.0, 1895.0]>",blue,16,1,
Joseph Bell,Joseph Bell,"<[1830.0, 1895.0]>",blue,16,1,
R.A. Griffin,R.A. Griffin,"<[1830.0, 1895.0]>",blue,16,1,
Bowen,Bowen,"<[1830.0, 1895.0]>",blue,16,1,
Wayne,Wayne,"<[1830.0, 1895.0]>",blue,25,4,
Sullivan,Sullivan,"<[1830.0, 1895.0]>",blue,16,1,
Montgomery,Montgomery,"<[1830.0, 1895.0]>",blue,16,3,
G. F. Iverson,G. F. Iverson,"<[1830.0, 1895.0]>",blue,16,1,
St. Lawrence,St. Lawrence,"<[1830.0, 1895.0]>",blue,16,1,
E. H. Mathews,E. H. Mathews,"<[1830.0, 1895.0]>",blue,16,1,
P. W. Ray,P. W. Ray,"<[1830.0, 1895.0]>",blue,16,2,
R. D. Kerndey,R. D. Kerndey,"<[1830.0, 1895.0]>",blue,16,1,
Junius Of Lord Granville,Junius Of Lord Granville,"<[1830.0, 1895.0]>",blue,16,1,
Cowper,Cowper,"<[1830.0, 1895.0]>",blue,16,1,
W.,W.,"<[1830.0, 1895.0]>",blue,16,2,
Uncle Robert,Uncle Robert,"<[1830.0, 1895.0]>",blue,16,1,
Wm. J. Hodges,Wm. J. Hodges,"<[1830.0, 1895.0]>",blue,16,1,
A.B.,A.B.,"<[1830.0, 1895.0]>",blue,16,1,
Peter W. Ray,Peter W. Ray,"<[1830.0, 1895.0]>",blue,16,2,
U. C. Farlen,U. C. Farlen,"<[1830.0, 1895.0]>",blue,16,1,
Rand,Rand,"<[1830.0, 1895.0]>",blue,16,1,
William J. Watkins,William J. Watkins,"<[1830.0, 1895.0]>",blue,16,2,
Watkins,Watkins,"<[1830.0, 1895.0]>",blue,15,2,
John H. Wheeler,John H. Wheeler,"<[1830.0, 1895.0]>",blue,16,1,
Jane Johnson,Jane Johnson,"<[1830.0, 1895.0]>",blue,16,2,
Isaiah,Isaiah,"<[1830.0, 1895.0]>",blue,16,2,
Wheeler,Wheeler,"<[1830.0, 1895.0]>",blue,16,1,
Passmore Williamson,Passmore Williamson,"<[1830.0, 1895.0]>",blue,16,2,
Jane,Jane,"<[1830.0, 1895.0]>",blue,16,1,
John K. Kane,John K. Kane,"<[1830.0, 1895.0]>",blue,16,1,
Kane,Kane,"<[1830.0, 1895.0]>",blue,10,2,
Lawrence,Lawrence,"<[1830.0, 1895.0]>",blue,17,4,
G. I. Totlebein,G. I. Totlebein,"<[1830.0, 1895.0]>",blue,16,1,
Malakhov,Malakhov,"<[1830.0, 1895.0]>",blue,16,1,
1855.PA-10.16.PHIL.txt,1855.PA-10.16.PHIL.txt,"<[1855.0, 1855.0]>",red,16,225,1855
Franklin Turner,Franklin Turner,"<[1830.0, 1895.0]>",blue,16,1,
J. F. Williams,J. F. Williams,"<[1830.0, 1895.0]>",blue,16,1,
J. Campbell,J. Campbell,"<[1830.0, 1895.0]>",blue,16,1,
John S. Rock,John S. Rock,"<[1830.0, 1895.0]>",blue,16,2,
Leonard S. Grimes,Leonard S. Grimes,"<[1830.0, 1895.0]>",blue,16,1,
Charles L. Remond William C. Nell,Charles L. Remond William C. Nell,"<[1830.0, 1895.0]>",blue,16,1,
Leo,Leo,"<[1830.0, 1895.0]>",blue,16,1,
T. Lloyd,T. Lloyd,"<[1830.0, 1895.0]>",blue,16,1,
George Ii,George Ii,"<[1830.0, 1895.0]>",blue,16,1,
Jason Jeffries,Jason Jeffries,"<[1830.0, 1895.0]>",blue,16,1,
W. J. Hodge,W. J. Hodge,"<[1830.0, 1895.0]>",blue,16,1,
Daniel Russel,Daniel Russel,"<[1830.0, 1895.0]>",blue,16,1,
Joseph B. Smith,Joseph B. Smith,"<[1830.0, 1895.0]>",blue,16,1,
George Le Verre,George Le Verre,"<[1830.0, 1895.0]>",blue,16,1,
Janius C. Morrell,Janius C. Morrell,"<[1830.0, 1895.0]>",blue,16,1,
Robert Hambleton,Robert Hambleton,"<[1830.0, 1895.0]>",blue,16,1,
Edward Crosberry,Edward Crosberry,"<[1830.0, 1895.0]>",blue,16,1,
Jacob R. Gibbs,Jacob R. Gibbs,"<[1830.0, 1895.0]>",blue,16,1,
Thomas J. White,Thomas J. White,"<[1830.0, 1895.0]>",blue,16,1,
Peter A. Bell,Peter A. Bell,"<[1830.0, 1895.0]>",blue,16,1,
Peter S. Porter,Peter S. Porter,"<[1830.0, 1895.0]>",blue,16,1,
Henry Beverly,Henry Beverly,"<[1830.0, 1895.0]>",blue,16,1,
Charles L. Williams,Charles L. Williams,"<[1830.0, 1895.0]>",blue,16,1,
J. W. Bowers,J. W. Bowers,"<[1830.0, 1895.0]>",blue,16,1,
J. J. Scott,J. J. Scott,"<[1830.0, 1895.0]>",blue,16,1,
Peter M. Gray,Peter M. Gray,"<[1830.0, 1895.0]>",blue,16,1,
David Rossell,David Rossell,"<[1830.0, 1895.0]>",blue,16,1,
Charles S. Hodges,Charles S. Hodges,"<[1830.0, 1895.0]>",blue,16,1,
J. R. V. Morgan,J. R. V. Morgan,"<[1830.0, 1895.0]>",blue,16,1,
Robert Collins,Robert Collins,"<[1830.0, 1895.0]>",blue,16,1,
Adam S. Driver,Adam S. Driver,"<[1830.0, 1895.0]>",blue,16,1,
James H. Wilson,James H. Wilson,"<[1830.0, 1895.0]>",blue,16,2,
Joseph C. Stevens,Joseph C. Stevens,"<[1830.0, 1895.0]>",blue,16,1,
Alfred S. Cassey,Alfred S. Cassey,"<[1830.0, 1895.0]>",blue,16,1,
Henry Ray,Henry Ray,"<[1830.0, 1895.0]>",blue,16,1,
Jacob C. White,Jacob C. White,"<[1830.0, 1895.0]>",blue,22,4,
Edward M. Thomas,Edward M. Thomas,"<[1830.0, 1895.0]>",blue,16,1,
Joel Ware,Joel Ware,"<[1830.0, 1895.0]>",blue,16,1,
Davis D. Turner,Davis D. Turner,"<[1830.0, 1895.0]>",blue,16,2,
Benjamin B. Moore,Benjamin B. Moore,"<[1830.0, 1895.0]>",blue,16,1,
Rachel Cliff,Rachel Cliff,"<[1830.0, 1895.0]>",blue,16,1,
Samuel Golden,Samuel Golden,"<[1830.0, 1895.0]>",blue,16,1,
Elizabeth Armstrong,Elizabeth Armstrong,"<[1830.0, 1895.0]>",blue,16,1,
J. J. Gould Bias,J. J. Gould Bias,"<[1830.0, 1895.0]>",blue,16,1,
Isaiah C. Wears,Isaiah C. Wears,"<[1830.0, 1895.0]>",blue,16,1,
Basil Macal,Basil Macal,"<[1830.0, 1895.0]>",blue,16,1,
Daniel Morgan,Daniel Morgan,"<[1830.0, 1895.0]>",blue,16,1,
Edward Young,Edward Young,"<[1830.0, 1895.0]>",blue,16,1,
Peter Burtou,Peter Burtou,"<[1830.0, 1895.0]>",blue,16,1,
James Mccrummill,James Mccrummill,"<[1830.0, 1895.0]>",blue,16,1,
Grayton S. Nelson,Grayton S. Nelson,"<[1830.0, 1895.0]>",blue,16,1,
Jeremiah Asher,Jeremiah Asher,"<[1830.0, 1895.0]>",blue,16,1,
William W. Whipper,William W. Whipper,"<[1830.0, 1895.0]>",blue,16,1,
Addison W. Lively,Addison W. Lively,"<[1830.0, 1895.0]>",blue,16,1,
Aaron L. Still,Aaron L. Still,"<[1830.0, 1895.0]>",blue,22,2,
Charles H. Bustill,Charles H. Bustill,"<[1830.0, 1895.0]>",blue,16,1,
William A. K. Smith,William A. K. Smith,"<[1830.0, 1895.0]>",blue,16,1,
William R. Decorderer,William R. Decorderer,"<[1830.0, 1895.0]>",blue,16,1,
William Parker,William Parker,"<[1830.0, 1895.0]>",blue,24,2,
Daniel Colly,Daniel Colly,"<[1830.0, 1895.0]>",blue,16,1,
John F. Willams,John F. Willams,"<[1830.0, 1895.0]>",blue,16,1,
Edmund Kelly,Edmund Kelly,"<[1830.0, 1895.0]>",blue,16,1,
Thomas C. Burton,Thomas C. Burton,"<[1830.0, 1895.0]>",blue,16,1,
William P.Price,William P.Price,"<[1830.0, 1895.0]>",blue,16,1,
William T. Cato,William T. Cato,"<[1830.0, 1895.0]>",blue,16,1,
Nathaniel W. Depee,Nathaniel W. Depee,"<[1830.0, 1895.0]>",blue,16,1,
G. W. Reed,G. W. Reed,"<[1830.0, 1895.0]>",blue,16,1,
E. J. Adams,E. J. Adams,"<[1830.0, 1895.0]>",blue,16,1,
James Presser,James Presser,"<[1830.0, 1895.0]>",blue,16,1,
John G. Dutton,John G. Dutton,"<[1830.0, 1895.0]>",blue,16,1,
Samuel Williams,Samuel Williams,"<[1830.0, 1895.0]>",blue,23,2,
Jacob W. Glasgow,Jacob W. Glasgow,"<[1830.0, 1895.0]>",blue,16,1,
Thomas Charnock,Thomas Charnock,"<[1830.0, 1895.0]>",blue,16,1,
James G. Frisby,James G. Frisby,"<[1830.0, 1895.0]>",blue,16,1,
Jonathan Lopeman,Jonathan Lopeman,"<[1830.0, 1895.0]>",blue,16,1,
Thomas P. Hunt,Thomas P. Hunt,"<[1830.0, 1895.0]>",blue,16,1,
Samuel H. Amos,Samuel H. Amos,"<[1830.0, 1895.0]>",blue,16,1,
Augustus Dorsey,Augustus Dorsey,"<[1830.0, 1895.0]>",blue,16,1,
Ebenezer Black,Ebenezer Black,"<[1830.0, 1895.0]>",blue,16,1,
Thomas Gibbs,Thomas Gibbs,"<[1830.0, 1895.0]>",blue,23,2,
William Moore,William Moore,"<[1830.0, 1895.0]>",blue,16,1,
John Addison,John Addison,"<[1830.0, 1895.0]>",blue,16,1,
Thomas Kennard,Thomas Kennard,"<[1830.0, 1895.0]>",blue,16,1,
Joseph Reeves,Joseph Reeves,"<[1830.0, 1895.0]>",blue,16,1,
E. H. Treeman,E. H. Treeman,"<[1830.0, 1895.0]>",blue,16,1,
Robert Stewart,Robert Stewart,"<[1830.0, 1895.0]>",blue,16,1,
Mary A. Shadd,Mary A. Shadd,"<[1830.0, 1895.0]>",blue,16,1,
Abram J. Morrison,Abram J. Morrison,"<[1830.0, 1895.0]>",blue,16,2,
J. C. White,J. C. White,"<[1830.0, 1895.0]>",blue,16,1,
J. C. Morrell,J. C. Morrell,"<[1830.0, 1895.0]>",blue,16,1,
G. D. Washington,G. D. Washington,"<[1830.0, 1895.0]>",blue,16,1,
J - Mccrummell,J - Mccrummell,"<[1830.0, 1895.0]>",blue,16,1,
W. Levere,W. Levere,"<[1830.0, 1895.0]>",blue,16,1,
C. H. Bustill,C. H. Bustill,"<[1830.0, 1895.0]>",blue,16,1,
N. Y. ; Geo,N. Y. ; Geo,"<[1830.0, 1895.0]>",blue,16,1,
Aaron Still,Aaron Still,"<[1830.0, 1895.0]>",blue,16,1,
G.V. Nelson,G.V. Nelson,"<[1830.0, 1895.0]>",blue,16,1,
Wm. T. Catts,Wm. T. Catts,"<[1830.0, 1895.0]>",blue,16,1,
E. J. Marsh,E. J. Marsh,"<[1830.0, 1895.0]>",blue,16,1,
