label,x_val,y_val
Sedgwick Wright,-4.37645,-62.5309
Siggs,2.08112,0.616314
Henry Beverly,-29.5879,15.4093
M. Q. A. Fuller,20.1475,16.0585
Chaplin,-16.2856,-76.7611
M. Scottron,-22.7024,-42.0324
F. Rice,-17.407,-77.9203
J. J. Simons,-34.4578,9.18595
L. A. Roberts,44.002,-17.4514
A. Johnson,-42.5884,-34.5602
Samuel G. Gould,17.3974,68.6235
Cuney,17.2201,18.4952
H. B. Robinson,38.5429,-22.3942
L. A. Stanton,24.9969,-60.2904
E. H. Duplex,50.9496,29.8248
J. F. Williams,-27.1754,13.0617
Perry Davis,-57.7481,25.6762
B. Fisher,31.3959,-0.867861
Wyandotte,46.9176,1.02751
Chester,-14.2952,38.2812
William Hope,24.8135,-60.5197
E. Morris,10.9073,-13.1995
Samuel M. Scottron,-21.6729,-41.9979
Tyler,67.1527,4.61832
T. Detter,51.1712,27.9756
Daviess,12.0385,-13.5403
S. Holmes,50.6131,27.7646
Hosea Reiston,-12.6735,67.3669
L. F. Parsons,10.8621,38.6672
N. Walker,66.6729,1.08182
E. A. Booth,53.4701,29.7952
Webster,21.0942,-59.1716
Philip Livingston,-2.6492,-58.0779
Joseph A. Nelson,-29.046,-36.3495
N. Polk,-24.8788,-18.9943
R. D. Stewart,0.480583,-52.4313
G. M. Arnold,-7.96736,-54.9139
1869.GA-11.01.MACO.txt,10.5899,-16.2062
John M. Lenox,1.20362,-37.0727
E. C. Menser,6.82365,-63.0593
R. Livingston,-56.8184,-19.7864
J. R. Lynch,40.3265,-19.541
Joshua Woodlin,0.522273,-52.4289
W. Scott,2.62235,-0.355066
Chas B Ray,-56.6248,3.68039
1855.CT-04-18.HART.txt,-41.1595,-24.5478
Simms,34.4173,33.0652
H. M. I. Rogers,-57.1706,-18.8699
Prince W. West,-56.6181,22.6313
P. C. Matthews,1.55849,57.387
C.J. Carter,-0.801292,27.6873
Greeley,11.1201,-26.7423
J.C. Gibbs,-15.3255,-55.0419
Freedman,-8.02441,-54.9473
George Fairweather,-57.7202,25.3679
Wesley Cloyd,65.8799,1.76254
Wm. Conover,17.798,69.7785
A. Stewart,-42.5955,-28.6132
Charles Seth,-57.4244,-1.64955
Edward J. Johnson,33.0617,34.112
Wm. Berry,-18.8836,-2.65762
J.M. Smith,44.3012,-14.3867
George B. Vashon,-29.6375,-36.1304
R. H. Cain,10.5887,-13.7379
N. H.,3.14178,1.02389
Wm. H. Parker,-44.4015,-31.4094
John Good Of Newbern,13.0825,-27.727
T. Smallwood,-6.51394,-13.8258
Pettingill,-2.64401,-58.0608
Lewis T. Kenner,41.9227,-15.0573
N. Nooks,27.2754,-45.1039
Benjamin Bullit,66.5265,1.35907
Charles E. Seth,-36.6961,-6.29297
Pledger,39.7145,-19.1376
Henry Moore,-25.2145,-39.3559
Ignatius Beck,-32.7267,34.1186
Peter Mott,-7.27974,-47.1154
Henry W. Wright,-35.1543,36.3148
Gibson,2.60564,-54.8911
Holland,-8.54032,10.4375
P. Harris,-24.2663,-13.7329
J. C. Smith,13.9316,15.4058
Edgecomb,12.7483,-27.8927
Hughes,-21.0624,-33.7308
Kansas-Nebraska Bill,25.4847,-60.6549
Wm. J. Hodges,-38.1027,4.39657
W. P. Powell,-57.1181,-18.8383
W. J. Stevens,37.115,-18.9865
Griffin Griffins,-53.0982,1.6849
A. Duvall,32.6327,34.2941
Elliott Cresson,-37.7336,-7.69807
J. Gee,27.8276,-45.5531
Heren,-11.5217,9.40039
Thomas J.Ricks,52.6726,28.0048
J. W. Bowers,-28.6914,13.6728
Samuel Serringson,-55.8856,-17.7822
Ticonderoga,-11.6172,10.2134
Young Booker,-0.908663,-56.2838
Josephus Fowler,-11.214,12.5275
F.A. Duterte,-16.1265,34.9707
G. Murray,-42.6583,-31.1786
Bouck,-4.37973,-62.5299
Copeland,24.1224,-43.5799
Alford Derrick,47.8335,-39.1396
C. Wright,-0.770241,27.2383
E. J. Scott,19.417,14.1899
E. Glover,21.3628,-60.1719
La Fayette,2.02502,59.348
W. W. Broom,-2.61606,-58.0572
Prudance Crandall,-57.6355,24.7616
Amos Waterman,-34.4862,37.3949
R. J. Robinson,14.9556,-9.08225
R.J.,-24.2893,-42.2693
1841.ME-10.06.PORT.02.txt,1.48435,-0.716823
Thomas Thompson,-58.0631,-17.0401
Henry Beckett,-4.33882,69.9538
T. H. Humphrey,19.6453,19.6508
J. B. Bell,18.9507,16.8463
A.G. Beman,-55.7506,19.6866
Isaac Sweet,12.8781,-27.6874
R. I.,-25.7936,10.3871
Phelps,39.1804,36.7909
I. J. Dickson,-15.3023,33.2588
William Deitz,-20.6643,-2.77547
Alexander,31.3641,31.4026
Moses G. Wilson,-32.8051,36.0677
J. M. Loguen,5.98447,-50.3345
J. G. Wolf,-14.4571,33.0363
Nero,25.3488,-60.4567
J. E. Grant,-43.7132,-30.8768
Sayres,17.7156,-39.6481
Allen Johnson,18.2581,-52.7265
Jane R,52.5241,27.9659
Henry C. Huston,3.84096,2.11454
Amos,2.77608,1.43812
Pinn,17.708,68.9072
Chesley Jones,6.71756,-63.0094
L. W. Cummins,42.4243,-18.1181
George Brown,-37.4889,4.43467
Richard C. Johnson,-21.4932,55.9928
B.W. Arnett,-24.3437,-41.3886
Littleton Becket,-57.8611,3.21525
George Day,17.5878,-40.0245
Harper,32.2047,46.0186
Sullivan,-37.651,4.64308
George Bratcher,38.2018,12.4067
Wm. L. Garrison,-7.65167,-59.892
O. D. O'Brien,17.5606,-40.0267
M. S. Haynes,52.3612,27.9438
Spencer Donagan,11.2783,-13.0618
James Morris Williams,-37.9504,-7.40014
Lewis,5.63523,1.22055
I. Locke,0.487531,-52.4677
Harnett,12.9053,-27.6569
Peter Gardiner,-7.78192,65.2542
Barrett,24.5232,-60.1807
Wm. H. Burnham,25.5682,-47.0683
Johannes Kepler,-57.6762,23.0324
W. H. Cristopher,27.8854,49.771
M R Delaney,-6.37678,-13.9156
J. J. Butler,52.2478,26.728
A. R. West,46.8711,-39.9749
Green,43.9484,-41.1853
Marr,1.37708,-37.4922
Samuel Combegy,-4.00678,69.669
Moses Smith,67.2763,0.560779
W.W. Ruby,-21.6227,-42.7535
J.W. Hood,13.0335,-28.0095
Washington Webster,-15.0204,33.0109
H. Emery,-44.6026,-30.6682
J. Mcc,26.91,-62.0844
George Carey,-6.61679,-14.3572
Montesquien,-2.6282,-58.076
George D. Johnson,30.902,-0.345463
Bolden,-29.5243,15.2051
Joseph E. Gardiner,-16.8222,34.5738
Hon J. R. Giddings,-16.9708,-76.6617
W. A. Scott,34.6657,-54.1069
Robert J. Cowes,-58.4808,23.7275
Draper,0.732614,58.4963
E. J. Adams,-29.8252,15.7659
Bradford King,-8.8298,8.77235
A. Perkins,40.7014,-17.7794
John A. Clay,35.6464,-18.1848
Willis Brown,-0.53241,-59.4355
Wm. Duncan,-7.50851,67.4827
W. M. Mcdonald,18.0971,18.8971
John Wright,4.98074,1.46971
Moses H. Bentley,39.672,-22.0627
J. S. Rock,-30.9265,17.0926
V. William H. Day,27.2697,-52.3739
Ogden Edwards,-9.02112,9.84608
William Perkins,-16.5306,-63.0656
W. Gibbs,43.9545,-18.1694
D. Mahony,-35.6788,37.7402
Galena,11.229,-14.1389
Moses Brown,-2.76408,26.7368
J. H. Rapier,41.3634,-12.9186
D. E. James,34.7385,-54.0121
James G. Frisby,-28.778,13.7225
Henry Chandlier,4.06519,1.74996
Carrie Washington,15.8071,20.1142
George N. Perkins,41.5506,-18.3527
Jacob Morgan,-8.99914,62.5998
Edmonia Lewis,45.101,-22.325
Samuel F. Murray,-25.4778,-44.163
Powel,-58.5301,-18.2874
G. W. Smith,23.7829,48.1913
Owen Dawson,31.6443,-0.990313
T. Benson,4.97085,-80.684
David Wilson,41.3546,-16.4011
U. B. Vidal,-4.37052,-62.5383
Sylvester Lewis,64.2993,1.0199
Alfred Whipple,11.031,38.2677
Wm. F. Courts,53.6463,29.0629
D. Watkins,39.1964,-16.3631
Cato Jackson,-57.1992,-19.579
Gilliard,32.7809,34.461
Omeka,65.2263,5.06587
Lilburn Drake,6.76026,-63.1689
R. L. Isaacs,17.7757,16.9224
J. H. Kelly,41.3383,-21.4577
E. M. Africanus,-44.1515,-29.7902
J. J. Gould,-28.5048,15.7778
Peter Petitt,-12.5896,67.5421
Jinnings,1.43389,57.9529
S. P. Scurry,26.5918,-60.0958
Taney,29.8111,-21.6789
William Gibson,37.8239,13.6316
Joseph C. Hathaway,-16.6105,-76.8766
William L. Smith,47.5317,2.53677
David Stevens,0.479364,-52.3952
W. H. Johnson,-25.8146,-39.9534
Wm. P. Powell,-58.1049,-20.2565
Williamson,-34.6179,8.99755
Ralph Sandeford,35.9071,-20.4013
W. H. Leeman,11.6042,38.7343
Jacob Handy,-29.6897,14.9981
Coffey,35.4556,13.2922
G. D. Washington,-29.111,12.9788
Frank Timberlake,37.5535,12.3909
Comrade Myers,31.7277,-1.69674
W. Keeling,-22.2044,-42.2741
Ware,-25.1162,-16.3108
Mo -- Deaths,40.9213,-16.5016
A. Scott,15.5318,20.9486
J. H. Townsend,39.038,36.9139
George Baltimore,-39.3491,-21.2955
1870.NY-10.01.SYRA.txt,-52.8534,-2.4062
Brackenridge,-22.2533,55.3977
Robert Barger,-35.1583,38.1721
G. J. Reynolds,11.5842,38.5402
J.C. Brown,-6.50743,-14.753
Isaac Gillem,46.6798,-19.417
Van Rensselaer,-59.7084,-1.26265
T. J. Vosburgh,50.9649,26.6454
Jd Fisher,-7.84162,-13.9715
L.H. Brooks,-19.7559,-1.91165
Todd,-8.66666,49.1211
Benjamin F. Butler,44.8961,-17.0276
Josiah Hughes,-16.6014,-62.8046
Alex. Theuy,-58.3583,3.12389
G. T. Haynes,20.8876,19.4702
M. B. Brown,15.4523,17.1866
D.W. Anderson,-0.245531,-63.6077
J. Callihan,2.56224,-55.0919
O. M. Briggs,28.1769,47.7163
G. W. Darden,47.1166,-20.9575
Samuel Johnson,-21.4689,55.9082
Kelly,-34.4439,9.52471
Geo W Gorden,-58.4214,1.89075
S. Nichols,4.41272,-80.3336
John,-52.1677,-16.8348
I. Conover,17.6702,68.5402
David H. Jackson,-9.96369,10.4311
William Sheldon,37.8359,12.2196
R.J. Cowes,-56.8943,24.9133
Samuel Aaron,-10.439,9.67063
Ogden,-9.9739,48.3226
J. Fountain,-23.8268,-20.3617
Thomas B. Potter,-58.9427,23.0418
Wm. P Mcintyre C.S. Morton,-57.0804,-20.1417
J. W. Wilson,42.043,-17.2941
Craven,12.7771,-27.938
Louis Isbell,18.4159,-5.95825
Mr. J.H. Harris,12.9103,-28.0548
Waters,2.93258,0.528716
Mosel A Jackson,-59.0896,1.22497
D. P. Stokes,36.4742,38.9345
W. B. Townsend,40.1969,-24.1149
W. F. Anderson,70.2171,0.663673
C. V. Wiley,40.1317,-20.167
William Pierce,36.2548,11.471
Joseph Burton,-5.74445,59.3874
R. Banks,39.5284,36.5961
H. D. Alexander,41.3098,-19.443
P. C. Cooper,4.46667,-79.4407
John Epps,65.3506,1.67736
R. Gordon,67.867,-1.85117
Charles Lenox Remond,-16.3408,31.6419
J B Webb,-55.8977,-1.35792
Morris Hall,-32.3969,33.5072
Peck,-11.2948,59.7347
A. Anderson,-5.71452,-14.2809
Stephen Myers,-43.3752,-16.7047
Benjamin Cutler,-40.007,-12.9858
William Potter,66.0128,-0.4993
J. W. Fountain,1.53762,-37.2069
H. Powell,-23.3108,-16.7629
Wilham H. Woods,1.46299,-37.287
T.S. Wright,-39.2906,-21.2512
Meriwether,37.4246,12.5717
R. D. Jenny,-55.0781,3.08826
A. F. Jackson,-8.5649,-63.8722
L. Isbell,18.7899,-5.06117
Samuel Golden,-31.0395,15.1455
Charles P. Head,-23.7901,-39.8472
J. J. Turner,14.3909,17.7682
S. Mason,26.6851,-60.0845
Caius Caesar Germanicus,25.575,-59.95
Johnson,-5.99902,-47.094
Daniel Parker,37.1737,12.2528
Gilbert Reading,18.3644,69.178
Abram Smith,-24.2711,-38.246
John G. Britton,3.41642,-56.9451
Birkenhead,-9.67067,10.5671
Scobie,-6.66554,-13.9805
T. W. Lott,37.855,-17.5253
Lawson,-6.21974,-15.616
J. L. Watson,24.1012,-43.5738
C.W. Robinson,-23.0747,-41.7088
W. O,42.2946,-22.3254
J. C. Napier,43.3609,-18.6372
Isham Martin,21.1234,-51.8595
1865.MA-12.20.BOST.txt,-130.522,36.6732
J. H. Bundy,2.4953,-55.0455
J. Woods,-43.7115,-31.7799
Gidion Lewis,-34.0728,37.6546
J. Primrose,-35.6609,36.6261
H. Burleigh,-16.715,-77.5613
John F. Williams,-18.5917,28.9499
William Whiting,5.9838,-50.3353
Marion,44.2061,-20.8744
H.F. Stanton,-5.78854,-15.5964
Thomas Van Renselear,-0.0462332,56.6189
E. White,18.4817,-5.38133
Arnett,0.0344586,26.9788
Wilmot,51.2398,29.7381
Wm. Miller,-12.8633,67.6746
A. Dewey,-8.55956,9.29404
Sampson Peters,-7.53327,67.4507
F. A. Hinton,-5.7266,59.384
P. W. Ray,-25.3269,-33.8349
Charles Smith,-1.03357,56.2907
H. Walker,43.9602,-24.4406
Cheatham,63.5114,3.21487
Boombo,-9.14351,9.95008
Joseph C. Bustill,-29.042,-36.3574
George W. Gordon,-57.0141,-21.36
Job Vincent,11.6915,-13.1789
A. E. Anderson,65.0989,0.826542
George Bolling,36.0821,12.0522
Charles Clark,6.45451,-63.2929
Amos N. Freeman,-6.30702,6.45056
Sloss,64.2737,1.83154
Garnit,-23.9011,-17.9096
C. E. Seth,-37.1166,-7.78737
Jacob Gibbs,-37.5741,4.5462
Thomas Earley,-15.3633,33.0422
D. Shad,-21.4227,56.8145
G. Moragn,-6.48075,-14.9256
James Fairman,5.98448,-50.3341
Socrates,46.9148,-38.5811
Isaac Smith,46.3032,1.91428
Samuel Demsey,38.4921,12.5926
H. C. Bell,21.2345,18.8871
Sipkins,-12.6136,51.2693
W. Dietz,-14.5176,-55.833
Wm. Henderson,6.55026,-63.2664
Francis Dana,-52.5409,-20.1734
Orange,-27.7375,37.1251
W. S. Davis,27.9019,-46.6628
G. Phelps,4.54267,-79.4499
Van Brakle,-16.7444,32.3777
A. E. Graham,-0.517968,-59.4161
Cobden,-10.3466,9.97197
Mr. Sumner,-1.49076,-50.2417
O. T. Wilson,17.1289,13.5153
S. Van Brakle,-15.9562,31.9972
Daniel A. Oliver,-57.4387,-18.3789
William Smallwood,10.5138,-13.5523
Hutchins,-9.11925,48.8682
Clay,-0.541824,-59.4455
Simpson,25.7502,-61.39
H. H. Thompson,39.9794,-17.8758
George B. Moulton,-44.475,-30.7878
G. Stanly Pope,41.0037,-20.5287
William Butler,66.3171,2.65493
Madam,-7.66017,10.1069
Peter Lowrey,-22.984,-39.3535
Horace Mann,24.4357,-62.3485
Eleazer Seymour,-16.8394,-77.1736
Joseph J. Underwood,52.3999,28.6166
William T. Watson,11.8775,-14.5619
H.H. Webb,-33.5974,36.7359
Horace King,41.3641,-21.9256
J. J. Bruce,40.1451,-13.178
C. A. Harrison,13.5316,18.3496
Don Carolos Hall,-4.00774,69.8014
Samuel B. Hyers,-56.8932,-1.46091
James Jefferson,-22.4346,-39.5781
Mary A. Shadd,-32.0722,14.5708
Blanton,65.5411,2.6873
J. C. Grant,10.8808,38.6613
Lorraine,-0.236908,-63.6028
S.H. Davis,-24.523,-18.8243
Horatio Seymour,-4.05841,-52.7142
L. N. Milnor,28.9528,-45.4164
John Braddock,-27.5779,14.3939
David Ripley,42.7874,-20.9063
John Barclay,-22.5981,56.3561
James H. Ingraham,-21.5785,-41.7244
Wm. S. Whipper,-4.23476,70.0261
William Wormley,-12.6959,67.5027
A. G. Hilliard,14.4227,15.813
Ebenezer D. Bassett,-17.607,-42.6558
Spencer Emmons,18.0686,68.6251
N. H. -- Job Wentworth,4.03505,0.962676
E. H. Treeman,-28.5479,16.1167
N. C. Carter,17.6585,19.659
Levington,1.76496,57.7104
B. King,16.7935,69.7528
J. C. Cary,4.24215,-80.1178
W. Miller,-12.6046,68.88
Alfred Wood,16.9757,69.3104
Junior,-7.66272,-59.8927
E. D. Bassett,-7.64875,-59.8911
Vallier,-8.29726,51.2265
Coxsin,-22.384,55.7313
John B. Sammons,-4.54266,69.7095
P. J. Crenshaw,41.1242,-14.2903
B. Parker,10.9067,-12.8175
J. Hubbard,52.6232,30.1887
Gardner,-12.599,51.2562
Charles Paine Lansinburgh,-8.97902,-30.44
Simon Jackson,-56.7793,-19.2224
R. Wright,-37.3716,-7.63253
Charles L. Williams,-30.8545,13.3143
D.P. Seaton,-24.3076,-42.3793
Messrs.Samuel Nickels,-4.11277,69.6724
Robingson,12.5973,-27.7218
W.H. Decker,-22.2152,-43.9906
P. B. Delany,2.42079,-54.9098
Samuel Nicholas,-35.4717,35.6305
H.O. Remington,-20.1032,-3.02315
Augustus Dorsey,-31.0253,14.8942
Vance,-0.183712,26.3336
Thomas Early,-17.7826,32.734
J. H. Hurley,-7.92191,9.96621
Samuel Brown,-33.4657,36.1772
W.,-36.1996,4.08588
W.F. Mowers,-14.5146,-55.8211
J. H. Burch,42.2969,-17.8093
Randall D. Kenney,-55.5105,2.75006
Wm. L. Chaplin,-17.0181,-76.5912
R. D. Kerndey,-38.4186,5.05461
W. P. Mcintyre,-37.5226,-7.32069
Philip A. Bell,25.4044,52.7034
Bradford,0.194987,27.3977
Cathcart,-10.2581,8.42185
Charles Birch,-28.6999,14.9384
H. T. Rankin,35.1792,-53.9063
Stephen Meyers,-8.82357,-30.8653
Joseph Green,-33.6825,33.3263
Daniel Jackson,-15.6559,33.5438
Daniel Peterson,-4.07507,69.6381
1849.CT-09.12.NEWH.txt,-59.135,22.3632
H.H. Garnit,-22.5331,-19.1202
Moore,32.4395,44.3527
Conover,0.492514,-52.4115
C. P. Todd,10.7669,38.5271
Giles,65.5525,-0.110985
J. B. Delany,2.47545,-54.8447
D. N. Mcdowell,2.51143,-55.0459
J.W. James,36.7944,-21.1667
B. J. Hadley,41.4726,-25.036
G. T. Downing,-10.6847,10.4846
Sarah Harris,-55.1117,22.8347
Caleb Cregg,0.547299,57.6178
Henry Powers,47.405,-38.2954
H. O. Remington,1.10347,-37.2939
R. I. -- George Spywood,1.44217,56.0296
A. V. Cooper,-7.93467,-54.9517
Wm. H. Wilson,-14.7738,33.807
F. Hatfield,49.6493,29.3493
1841.ME-10.06.PORT.txt,6.54071,-1.97814
William P. Johnson,-54.3948,-17.0131
James Underdue,31.0063,-1.04494
R. H. Rollins,15.0066,-9.04409
Whittlesey,12.8289,-28.0944
U. C. Farlen,-37.6199,4.45877
Robert Nicholas,42.0627,-15.9677
P. Drayton,-21.6916,56.0909
J. H. Rogers,3.3776,1.2709
G.C. Levere,-14.5157,-55.8298
S. C. Pomeroy,6.68765,-63.0787
E.B. Dunlop,-6.11374,-14.0967
G. W. Julian,-16.1314,-77.2022
S. V. Berry,-42.3042,-30.8985
A. Owen,38.3116,13.8525
Pinchback,38.3794,-19.3473
James Hiner,-9.53034,47.4031
Wm Cupit,-16.0342,34.1782
Blain,-19.6797,-2.1432
Westcott,38.7883,-23.4959
A. S. Carr,63.1886,2.90248
J. W. H. Heyton,66.0204,3.05596
Burley,-0.215529,27.2318
William N. Bedford,25.419,49.0676
Lewis Overton,18.0776,-4.11385
L. A. Martinet Virginia,-7.93768,-54.9503
Alfred Niger,-7.78029,65.2359
Armstead Shelby,67.1354,1.1209
J. H. Barguet,10.9505,-13.4259
R. L. Cooper,12.0878,-14.4834
Mary Smith Curtis,38.4791,14.2079
C. Montgomery,4.09159,-80.0055
Joseph Lewis,-34.5273,34.4034
Morrel,-8.68103,-30.6762
Samuel T. Gray,-34.9503,16.7981
Addison W. Lively,-28.6247,14.5853
John Carnmon,36.6897,11.8028
J. H. Delamotta,39.2493,-17.314
Robert Hamilton,-24.7536,-46.5211
Robert Cooley,-9.09285,47.7319
H.M. Turner,-0.245143,-63.6137
Charles Mortimer,0.0503992,57.6056
David Thurston,2.04149,1.03698
James P. Walker,-7.56909,66.7485
John Avertt,41.5014,-23.7605
E. A. Phelps,33.0357,34.6211
Junius C. Morel,-18.9656,63.4077
H. O. Wagener,-12.1877,9.3924
Amos Gerry Beman,-55.6486,19.5068
Webb,-16.656,-63.0683
1883.KY-09.24.LOUI.txt,39.6988,-22.6104
J.A. Davis,-25.2061,-40.3679
G. Stanup,25.8347,-60.6233
Michael Dougee,-40.5655,-22.2292
Monroe Williams,46.8345,2.01029
Bushnell,-56.8555,24.4162
Rick,-8.87169,-30.4716
Wm. W. Ellsworth,-57.2825,22.9492
Jabez P. Campbell,-30.4212,18.6216
Henry C. Turner,-31.8794,38.2994
Nat Turner,-24.5976,-20.2227
Jeremiah Harvey,-18.9538,-2.61772
J. Manly,2.46119,-54.8671
Guiteau,-7.92639,-54.9471
Wm. H. Johnson,-24.7135,-41.4899
James H. Davis,-41.1184,3.35221
J. Mccarter Simpson,25.9614,-61.243
Pons,-37.3081,-7.49592
George Garrison,-56.219,23.7195
Wm. Smith,47.5051,-39.0423
William Goffe,-35.9474,-7.0268
1864.NY-10.04.SYRA.txt,-27.413,-42.2754
G. White,19.1403,-5.75926
C. M. Wilson,53.8115,28.8176
Harvey Mill,38.6132,13.6976
Lowery,44.7912,-20.915
Theodore H. Green,35.1093,-20.6254
Geo S Hayden,64.5899,2.35987
J. Manley,18.292,-52.7714
George C. Anderson,-16.8417,33.4819
W. B. Powell,-4.37293,-62.5288
Thomas Clarkson,48.004,-37.9207
Demar,37.0953,13.1188
H. Bibb,-1.80591,-15.4219
Thomas S. Chester,-19.919,-3.1806
J. B. Weller,27.3339,49.2309
H. Ford,27.5867,-44.7867
Wm. C. West,-21.8069,55.4051
Frederick Douglass,-4.87057,-52.0487
Richard Page,46.766,2.4559
Greene Mcfarland,43.3647,-23.5167
Reuben Reuben,-9.3058,48.6505
Lawrence W. Minor,25.1066,-59.806
1865.NC-11.29.RALE.txt,4.11788,-67.4199
Francis Simson,-52.534,-20.1853
W. D. Harris,35.0445,-53.9547
William Liverse,11.5659,-12.4322
Edward A. Clark,28.0379,48.604
John Dick,17.8122,-39.9524
N. Hampshire,2.24163,0.134812
Henry Bradford,18.2405,-5.26797
W. W. Johnson,18.5174,-52.2631
George B. Gill,11.2887,39.0604
John Simes,38.3611,12.7487
A. W. Hernandez,33.5821,34.3926
Hall,31.7016,47.1997
Hodges,-40.5984,3.39667
Jacob C. White,-24.4012,15.3691
Haller,16.2769,19.1581
Richard Realf,11.5713,39.2441
A. J. Newson,65.6181,1.33965
J.N. Marrs,-39.3045,-21.2895
A. C. Coor,18.3911,14.8132
G. Hilton,27.644,-45.6696
M. G. Champlin,42.2509,-16.8621
Joseph Casey,-12.6441,67.5392
Newby,36.4397,38.9646
Nathan,43.2496,-18.3988
W. Rich,-39.6064,-5.68978
Thomas Benton,3.31377,-79.7253
Wm. H. Harper,26.9121,47.5028
Thomas Cisco,-56.9051,25.0765
Thomas Freeman,46.9934,-37.9073
James,-30.1406,23.7623
Jas,-34.033,9.51995
Jefferson Fitzgerald,17.6038,-39.9512
S. Allen,17.8612,69.6
David Barnett,18.4831,-52.9392
Wm. Steamburg,-7.28473,-47.0672
Anglo Saxon,-10.3749,10.787
H. M. Turner,10.5845,-16.2145
Noah Cannon,-0.16294,58.4241
Peter Wiliams,-22.0824,55.4494
T. Bushrod,2.42604,-54.9485
John B. Reeve,-24.1076,-41.2722
W. Johnson,-28.1983,-21.256
William H. Burnham,17.5535,-39.9767
Wm. Douglass,-30.3472,24.288
Mathews,-37.7895,4.70966
Frank Searey,36.8592,11.3126
Wesley,31.9849,-14.9777
Samuel Anderson,19.7137,15.8507
William Wells Brown,29.7869,-21.6808
Cattskill,-43.9796,-29.9432
C. Beman,-2.95076,-59.702
Thomas Rosch,-0.392817,25.9068
N. Gloucester,-22.66,-18.5714
S. Wright,-33.9974,-21.3846
Madden,25.6917,48.2374
Isbell,18.9025,-5.07941
Berry Craig,6.59704,-63.0164
N. C. Colwell,17.9341,17.7092
Isaac Jackson,-32.9055,38.3337
Perry Adams,1.28953,-37.1472
R. Robertson,-25.0846,-18.2775
James Hall Chemung,-8.61605,-30.6952
Franklin Turner,-31.3397,15.3553
J. Woodlin,0.525117,-52.4111
Banks,-25.7759,-16.2952
Wm. Knight,-31.4029,36.8735
William Duncan,-12.6846,67.5645
Bass,11.853,-26.6516
J. P. Price,64.5674,0.895649
Edward A. Booth,55.151,27.8073
Joseph Johnson,-16.7663,32.9913
George Walker,-34.5079,-8.16276
J. F. C. Snowden,37.5735,-16.6106
Richards,-23.854,-41.9452
Henry Petty,65.8167,2.20268
W. Couzins,2.46547,-54.8655
Willis R. Wilson,48.4012,-38.7281
Spence,-56.9485,2.31059
Ross County,34.7598,-53.9957
Hattie Johnson,20.3534,19.2174
James T. Taylor,-6.72718,-14.1664
E.G. Corprew,-25.3524,-41.7633
1848.OH-09.06.CLEV.txt,24.8358,-43.801
Henry March,-55.5485,-18.5767
George W. Sanders,-2.08782,25.6885
Madison,13.8546,-7.32272
Saxon,21.129,44.6537
A. H. Galloway,-25.5961,-41.7948
F. Douglass,-49.5214,0.221172
H. G. Turner,17.7515,-39.6912
William L. Garrison,-12.0928,64.6635
Heathcock,26.0387,-60.1457
Hatch,17.5079,15.0561
John Masteran,37.3214,13.0558
New-Bedford,-8.92077,47.7195
Ferguson,52.007,27.655
Robert Stewart,-28.8917,13.7456
John Wendell,-40.5651,-22.2256
Joseph Smallwood,32.6222,34.4171
L. D. Tayor,25.6896,-61.2061
A. C. Garner,17.4165,14.5564
F. T. Newsome,-8.80256,11.6716
Thornas D. Coxsin,-22.2208,56.1028
J. N. Perkins,17.6153,18.1868
Wilbur Fisk,-7.6546,-59.8935
William Williams,-16.4956,-63.1205
John H. Smothers,-56.883,-19.8645
Lewis Adams,29.2392,-49.8401
G. W. Levere,41.0473,-22.503
Eliott,0.927906,57.8507
James T. Rapier,43.2578,-22.1294
W. Roberts,25.9546,-60.8024
J. W. Johnson,44.5686,-16.0483
Lewis G. Wells,-12.7234,67.4906
1857.OH-01.21.COLU.txt,21.3335,-53.1985
Stephen Woods,-55.5029,1.10891
Noah Palk,-24.6519,-17.4768
Elizur Wright,-10.1007,48.749
S. M. Morton,17.2354,19.2428
Jos. Warren,-31.8486,34.6375
Henry Cooper,-15.0188,32.0642
J. Lewis,-33.6104,32.6712
E. D Holton,10.9704,-12.4777
N. Y. Minutes,-55.7296,2.62047
O.C. Hughes,-21.9279,-41.5255
Ambrose Dunbar,-40.5549,-22.2533
Francis Cisco,-59.5247,24.9129
John Rich,1.53833,55.8502
Lundy,-12.7656,67.8101
Nooks,28.4935,-45.2819
S. M. Balding,17.9028,19.8963
F. Hutfield,51.3567,27.1352
John G. Dutton,-30.376,14.9928
God,-42.0781,-5.40579
Iatter,41.4207,-24.5389
Charles Daniels,-56.5127,23.8806
George Galbrecht,0.124243,57.5133
J. Jones,17.8186,-39.9414
Jehudi Ashmun,-37.9894,-7.16121
W. Sanders,-24.0683,-17.3923
Lyall,-56.446,0.221288
Morgan Melton,27.5775,-45.8001
G. W. Clark,-16.764,-76.7564
Randolph,-19.041,-37.6353
Frisby Way,-43.0495,-29.8699
Moses Stuart,-16.635,-77.1584
Goodell,-15.3072,-77.817
B. Ray,-26.0908,-13.2549
Charles B. Colly,-24.3003,-41.7191
Geo B Wilson,-54.1902,1.1258
Archimedes,-2.26607,-70.1113
J. P. Morris,-23.7844,-16.1862
S. T. Wells,3.57216,-79.4904
Thomas P. Hunt,-27.9966,15.5489
G.E. Stephens,31.1483,-1.83466
C. W. Campbell,10.0832,-13.6703
Grocer,38.1365,13.347
G. B. Wilson,-54.882,3.87162
Allan,39.5654,-21.0221
